綜合其他,#genre#
華視,http://74.91.26.218:82/live/cts.m3u8
中視,http://74.91.26.218:82/live/ctv.m3u8
公視,http://74.91.26.218:82/live/pts.m3u8
台視,http://74.91.26.218:82/live/ttv.m3u8
華藝中文,http://iptv.4666888.xyz/iptv2A.php?id=37
愛奇藝,http://iptv.4666888.xyz/iptv2A.php?id=21
靖洋戲劇,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天電影,http://iptv.4666888.xyz/iptv2A.php?id=56
靖天歡樂,http://208.87.242.79/livehttpplay?channel_id=30021
邵氏武俠,http://iptv.4666888.xyz/iptv2A.php?id=40
東森電影,http://iptv.4666888.xyz/iptv2A.php?id=48
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
八度空間,http://iptv.4666888.xyz/iptv2A.php?id=52
民視影劇,http://iptv.4666888.xyz/iptv2A.php?id=53
Now新聞,http://cdn.163189.xyz/163189/now
Now財經,http://hls.168.us.kg/u/333/master.m3u8
Now直播,https://stream1.freetv.fun/20a385a5c465c7bbffb60b3309e265829208c3fbf4e3fd0eedbca1776b2c8f23.m3u8
Now體育,http://rihou.cc:555/tv/[Mt]Now體育
POPC,http://tl.061833.xyz/tl/popc
AXN,http://tl.061833.xyz/tl/axn
無線新聞,http://74.91.26.218:82/live/inews.m3u8
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
TVB明珠,https://mytv.cdn.loc.cc/o12.php?id=mzt
TVB Plus,http://74.91.26.218:82/live/j2.m3u8
TVBS新聞台,http://rihou.cc:555/tv/[FY]tvbS新聞
千禧經典台,https://o11.163189.xyz/stream/live/tvbc/
翡翠台,https://o11.163189.xyz/stream/tvb/fct4k/
華麗翡翠台,https://o11.163189.xyz/stream/live/hlt/
唐NTD,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
iQIYI,https://o11.163189.xyz/stream/live/iqiyi/
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro AOD,https://o11.163189.xyz/stream/live/aod/
ASTV亞洲衛視,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
星空衛視,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空音樂,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
鳳凰香港,https://cdn9.163189.xyz/smt3.1.1.php?id=hkphoenix_twn
鳳凰中文,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
鳳凰資訊,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd
龍華電影,https://cdn8.163189.xyz/163189/lhdy
龍華戲劇,https://cdn8.163189.xyz/163189/lhxj
龍華日韓,https://cdn8.163189.xyz/163189/lhrh
龍華偶像,https://cdn8.163189.xyz/163189/lhox
龍華經典,https://cdn8.163189.xyz/163189/lhjd
民視新聞,http://74.91.26.218:82/live/ftvnews.m3u8
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
寰宇新聞,https://stream1.freetv.fun/05d08ea65b8b2d697984abf19f4545c698308338fdf8aaeac86784ab6e6ef8b0.m3u8
中視新聞,http://74.91.26.218:82/live/ctvnews.m3u8
華視新聞,http://74.91.26.218:82/live/ctsnews.m3u8
中天新聞,https://stream1.freetv.fun/1b67bc523c86ffa05707cd3f9471cfe1ced1c17d0537471788e00679a1d6cde3.m3u8
東森新聞,http://208.87.242.79/livehttpplay?channel_id=20082
民視台灣台,http://74.91.26.218:82/live/ftvtw.m3u8
民視第一台,http://74.91.26.218:82/live/ftvdy.m3u8
中視經典,http://74.91.26.218:82/live/ctvjd.m3u8
台視財經,http://74.91.26.218:82/live/ttvcj.m3u8
華視教育體育文化,http://74.91.26.218:82/live/ctsjy.m3u8
GOODTV好訊息,http://165.154.226.214:50007/of-litv-ftv16/index.m3u8?proxy=true
GOOD2,http://165.154.226.214:50007/of-litv-ftv17/index.m3u8?proxy=true
天映經典,https://cdn9.163189.xyz/smt1.1.php?id=Celestial2
邵氏電影,http://feilong123.vip/409990236/tv.php?id=ssdy
邵氏武俠,http://feilong123.vip/409990236/tv.php?id=sswx
邵氏動作,http://feilong123.vip/409990236/tv.php?id=ssdz
邵氏喜劇,http://feilong123.vip/409990236/tv.php?id=ssxj
CATCHPLAY電影台,http://208.87.242.79/livehttpplay?channel_id=10127
博斯運動1,http://208.87.242.79/livehttpplay?channel_id=10131
HBO family,http://208.87.242.79/livehttpplay?channel_id=20092
HBO HD,http://208.87.242.79/livehttpplay?channel_id=20093
HBO HITS,http://208.87.242.79/livehttpplay?channel_id=20091
Now爆谷台,http://208.87.242.79/livehttpplay?channel_id=13002
Now星影台,http://208.87.242.79/livehttpplay?channel_id=13003
MUTV,http://208.87.242.79/livehttpplay?channel_id=13025
好萊塢電影,http://208.87.242.79/livehttpplay?channel_id=20062






























