台灣頻道,#genre#
Skysports Main Event,http://tv543.cc/Smart.php?id=tiankongmain
Skysports News,http://tv543.cc/Smart.php?id=tiankongnews
Skysports Mix,http://tv543.cc/Smart.php?id=tiankongmix
CCTV5,http://tv543.cc/Smart.php?id=cctv5
CCTV5,http://tv543.cc/Smart.php?id=cctv5plus
愛爾達體育1台,http://tv543.cc/Smart.php?id=eltasport_twn
愛爾達體育2台,http://tv543.cc/Smart.php?id=eltasport2_twn
愛爾達體育3台,http://tv543.cc/Smart.php?id=eltasport3_twn
愛爾達體育4台,http://tv543.cc/Smart.php?id=eltasports4_twn
Rugby Pass TV,http://tv543.cc/Smart.php?id=Rugbypasstv
RTM Sports HD,http://tv543.cc/Smart.php?id=Rtmsport
Arena,http://tv543.cc/Smart.php?id=Arena
Arena 2,http://tv543.cc/Smart.php?id=Arena2
BolaArena 1,http://tv543.cc/Smart.php?id=Bolaarena1
BolaArena 2,http://tv543.cc/Smart.php?id=Bolaarena2
Astro Beinsports 1,http://tv543.cc/Smart.php?id=Astrobein1
Astro Beinsports 2,http://tv543.cc/Smart.php?id=Astrobein2
Astro Beinsports 3,http://tv543.cc/Smart.php?id=Astrobein3
日本,#genre#
NHK G,https://mt01.utako.moe/NHK_G/index.m3u8
NHK E,https://mt01.utako.moe/NHK_E/index.m3u8
NTV,https://mt01.utako.moe/Nippon_TV/index.m3u8
TBS,https://mt01.utako.moe/TBS/index.m3u8
Fuji TV,https://mt01.utako.moe/Fuji_TV/index.m3u8
TV Asahi,https://mt01.utako.moe/TV_Asahi/index.m3u8
TV Tokyo,https://mt01.utako.moe/TV_Tokyo/index.m3u8
TOKYO MX1,https://mt01.utako.moe/Tokyo_MX1/index.m3u8
TOKYO MX2,https://mt01.utako.moe/Tokyo_MX2/index.m3u8
MBS,https://mt01.utako.moe/mbs/index.m3u8
ABC,https://mt01.utako.moe/abc/index.m3u8
TV Osaka,https://mt01.utako.moe/tvo/index.m3u8
Kansai TV,https://mt01.utako.moe/kansaitv/index.m3u8
ytv,https://mt01.utako.moe/ytv/index.m3u8
KBS,https://mt01.utako.moe/kbs/index.m3u8
SUN,https://mt01.utako.moe/suntv/index.m3u8
NHK BS,https://mt01.utako.moe/NHK_BS/index.m3u8
BS NTV,https://mt01.utako.moe/bsntv/index.m3u8
BS Asahi,https://mt01.utako.moe/bsasahi/index.m3u8
BS TBS,https://mt01.utako.moe/bstbs/index.m3u8
BS TV Tokyo,https://mt01.utako.moe/bstvtokyo/index.m3u8
BS Fuji,https://mt01.utako.moe/bsfuji/index.m3u8
BS10,https://mt01.utako.moe/bs10/index.m3u8
BS11,https://mt01.utako.moe/BS11/index.m3u8
BS12,https://mt01.utako.moe/bs12/index.m3u8
NHK BS4K,https://mt01.utako.moe/bsp4k/index.m3u8
BS TV Tokyo 4K (test),https://mt01.utako.moe/bstx4k/index.m3u8
WOWOW Prime,https://mt01.utako.moe/wprime/index.m3u8
WOWOW Cinema,https://mt01.utako.moe/wcinema/index.m3u8
WOWOW Live,https://mt01.utako.moe/wlive/index.m3u8
BS 10 Star Channel,https://mt01.utako.moe/bs10_star/index.m3u8
JSport 1,https://mt01.utako.moe/js1/index.m3u8
JSport 2,https://mt01.utako.moe/js2/index.m3u8
JSport 3,https://mt01.utako.moe/js3/index.m3u8
JSport 4,https://mt01.utako.moe/js4/index.m3u8
Green Channel,https://mt01.utako.moe/green/index.m3u8
Animax,https://mt02.utako.moe/Animax/index.m3u8
Nihon Eiga Senmon,https://mt02.utako.moe/nihoneiga/index.m3u8
Sky A,https://mt02.utako.moe/skya/index.m3u8
Gaora Sports,https://mt01.utako.moe/gaora/index.m3u8
AT-X,https://mt01.utako.moe/AT-X/index.m3u8
Space Shower TV,https://mt02.utako.moe/spaceshower/index.m3u8
MTV,https://mt02.utako.moe/mtv/index.m3u8
Kayo Pops,https://mt02.utako.moe/kayopops/index.m3u8
Disney Channel,https://mt02.utako.moe/disneychan/index.m3u8
Cartoon Network Japan,https://mt02.utako.moe/cartoon_network/index.m3u8
Nittele G+,https://mt02.utako.moe/ntvgplus/index.m3u8
Family Gekijyo,https://mt02.utako.moe/familygeki/index.m3u8
Mondo TV,https://mt02.utako.moe/mondo/index.m3u8
TBS Channel 1,https://mt02.utako.moe/tbsch1/index.m3u8
TBS Channel 2,https://mt02.utako.moe/tbsch2/index.m3u8
TV Asahi Channel 1,https://mt02.utako.moe/ex_ch1/index.m3u8
TV Asahi Channel 2,https://mt02.utako.moe/ex_ch2/index.m3u8
Fuji TV ONE,https://mt02.utako.moe/fuji_one/index.m3u8
Fuji TV TWO,https://mt02.utako.moe/fuji_two/index.m3u8
Fuji TV NEXT,https://mt02.utako.moe/fuji_next/index.m3u8
Neco Channel,https://mt02.utako.moe/neco/index.m3u8
Dlife,https://mt02.utako.moe/dlife/index.m3u8
Toei Channel,https://mt02.utako.moe/toei/index.m3u8
Fighting TV Samurai,https://mt02.utako.moe/fighting_tv/index.m3u8
Entermei Tele,https://mt02.utako.moe/entermei_tele/index.m3u8
Sport Live Plus,https://mt02.utako.moe/sport_live_plus/index.m3u8
Home Drama Channel,https://mt02.utako.moe/homedrama/index.m3u8
Channel Ginga,https://mt02.utako.moe/gingach/index.m3u8
Tabi Channel,https://mt02.utako.moe/tabi/index.m3u8
Pigoo (NSFW),https://mt02.utako.moe/pigoo/index.m3u8
V Paradise (NSFW),https://mt02.utako.moe/v_paradise/index.m3u8
私人頻道_543,#genre#
潘多拉完美,p3p://167.114.175.6:55331/5fe4450c000c918b829fca233c845311
香蕉,p3p://167.114.175.6:55331/60626a760005067e6f5bbecb5816771e
松視1,p3p://167.114.175.6:55331/5fe445280008a40682a0367c343436bb
松視2,p3p://167.114.175.6:55331/60232b5f00007bc37850649979e379df
松視3,p3p://167.114.175.6:55331/6109e9590001f40bfd9b661109395f3b
驚艷,p3p://167.114.175.6:55331/60626a1b00010e3e6f5a5a4f018e5ebe
LOOK,p3p://167.114.175.6:55331/606271190002a1266f75aaee0463186a
HAPPY,p3p://167.114.175.6:55331/616b79be000a35b17ab2f7b84c325eeb
彩虹e,p3p://167.114.175.6:55331/6062716c0008efc86f76f0c44d55329f
彩虹K,p3p://167.114.175.6:55331/63fd56ec000b5f0d26d4fe1b07963493
彩虹電影,p3p://167.114.175.6:55331/6253066c00049259f74b05224cf375e6
彩虹頻道,p3p://167.114.175.6:55331/63fd589300099ff426db7203798a21f9
極限電影,p3p://167.114.175.6:55331/6109e9bb0005fd87fd9ce5ea2c1f18d3
西方OFFICE場景,p3p://167.114.175.6:55331/6403cb9f0003a839400cad904b301253
西方黑白大戰,p3p://167.114.175.6:55331/6403cc0d0000f97a400e5a9115f012f3
中字有碼1,p3p://167.114.175.6:55331/5fe790790005783d8f7e6a1d2f8774e6
中字有碼2,p3p://167.114.175.6:55331/5fea645500007b7e9a898b3d6ea244cf
日本j-girl,p3p://167.114.175.6:55331/5fe6d5ab000d6dc38ca4b77276be2f75
上原亞衣,p3p://167.114.175.6:55331/5fed670a00074c56a64c200b26e62c10
日本PPV-1,p3p://167.114.175.6:55331/5fed5578000e28fba6077f774fba6950
奧體金絲雀,p3p://167.114.175.6:55331/5febb68d000c74979fb2b90c461f0bfb
日本VR精品,p3p://167.114.175.6:55331/5fea649900057d369a8a9626665058f0
日本加勒比無碼,p3p://167.114.175.6:55331/5fe6d4c0000ea3178ca121c83d4b0a39
日本東京熱無碼,p3p://167.114.175.6:55331/5fe6d4f10006c6ec8ca1df2d4bd07a2d
韓國演藝圈潛規則,p3p://167.114.175.6:55331/5fe6d643000a32ae8ca7085f68304b38
日本一本道無碼,p3p://167.114.175.6:55331/5fe6d4d8000a01508ca17e596611121f
日本CATWALK POISON,p3p://167.114.175.6:55331/5fe7fe14000bbbb1912a91354e4b5706
日本J-Girl,p3p://167.114.175.6:55331/5fe6d5ab000d6dc38ca4b77276be2f75
Miami TV,p3p://167.114.175.6:55331/64eefc5700067df3d6beb4ce0b4d4a5d
MiamiTV Replay,p3p://167.114.175.6:55331/6741be80000386ff2760429d742944e0
大神貓先生,p3p://167.114.175.6:55331/5fed7efe000093e8a6a9af6f691c7583
麻豆天美傳媒,p3p://167.114.175.6:55331/61bff85e00029535c4bd1c4f47fb5400
七天極品探花,p3p://167.114.175.6:55331/62ca5692000275f2c95644b27e04396b
蒼井空,p3p://167.114.175.6:55331/5fea6483000512cf9a8a401a24db1f4e
波多野結衣,p3p://167.114.175.6:55331/5fe6d96b000d95298cb35d8161902e91
Heyzo無碼,p3p://167.114.175.6:55331/5fe8014b0007228691371ed44a517e44
人妻斬,p3p://167.114.175.6:55331/5fe7fd63000e253a9127de6a777d49b4
貓步毒藥,p3p://167.114.175.6:55331/5fe7fe14000bbbb1912a91354e4b5706
人妻熟女,p3p://167.114.175.6:55331/5fe8019000071e4f91382c5b7fef4506
素人動畫,p3p://167.114.175.6:55331/5fe7ff6e0001271f912fd60179236471
XXXAV,p3p://167.114.175.6:55331/5fe80214000d2ec8913a3189085b6434
黑珍珠,p3p://fccsen.dyndns.tv:29706/5e17adad000be87d05e8384a1be757b6
色情世界,p3p://fccsen.dyndns.tv:29706/641668210006c654685657293a3f03ba
人妻出軌,p3p://fccsen.dyndns.tv:29706/5e17adf800008ec005e95a5b2fd52e46
日本天熱素人,p3p://167.114.175.6:55331/5fe6d51e0009f6db8ca28fc66a750553
FC2PPV-1,p3p://167.114.175.6:55331/5fed5578000e28fba6077f774fba6950
Play boy,p3p://fccsen.dyndns.tv:29706/6277188600044b271208d22208f54f69
古川伊織,p3p://167.114.175.6:55331/5ff7430900000f8fcccf091c30805ccb
日本無碼破解,p3p://167.114.175.6:55331/5fef580000022fb6ade15fa160a61ae1
迷姦無碼,p3p://167.114.175.6:55331/5ff201c40003b7e3b8481485121959a6
經典三級片1,p3p://167.114.175.6:55331/62dac52e00087a70098570f12b7962e5
日本情色動漫1,p3p://167.114.175.6:55331/5ff742d8000bbabbccce4cb0100a31ff
麻豆大番,p3p://167.114.175.6:55331/5fee099a000e4a8da8c7244c6ff632e3
麻豆導演,p3p://167.114.175.6:55331/5fee723900074e31aa5fcfa0561f1b95
麻豆外番,p3p://167.114.175.6:55331/5fee86ee0006ce80aab0b2811d842258
麻豆台灣,p3p://167.114.175.6:55331/5fef5ed40002a464adfc0be76180670f
91沈先生,p3p://167.114.175.6:55331/5fee5d4500060214aa0df631581d3164
鴨總探花,p3p://167.114.175.6:55331/5fee5d6300022e98aa0e6a660e9f6d9f
金三角獵艷,p3p://167.114.175.6:55331/5fedf9d60007fb5ca8898d0b546620cc
黑人干翻天,p3p://167.114.175.6:55331/5fedfa1c00068347a88a9e1b1b517e42
千人斬,p3p://167.114.175.6:55331/5fee93e80000c61aaae361853fd36c1f
小寶尋花,p3p://167.114.175.6:55331/5fee940f000cad40aae3fce963f95891
午夜尋花,p3p://167.114.175.6:55331/5ff22f59000ea2d6b8fa255a1d4c635c
男爵探花,p3p://167.114.175.6:55331/62bf9f8c000c9a4c9f7bcb53499c786f
大陸迷姦,p3p://167.114.175.6:55331/5ff395d60009ac7fbe727c5c77ee33a8
SM西貢女,p3p://167.114.175.6:55331/5ff92d000005f07cd448f7774faa47bd
PsychopornTW,p3p://167.114.175.6:55331/5ff399460003af78be7fe8571735593d
俄羅斯毛子,p3p://167.114.175.6:55331/5fef89a7000537fcaea354cc0cff353a
美國家庭,p3p://167.114.175.6:55331/5ff7341b000bdc38cc94ba7e6b763297
歐美藝術,p3p://167.114.175.6:55331/607e1f9f0004af8edb961118303e4935
果凍傳媒,p3p://167.114.175.6:55331/5ff5420900039286c4fb220f4b133915
利哥探花 1,p3p://167.114.175.6:55331/61b4e9970009588e998c4b9532e01f5f
利哥探花 2,p3p://167.114.175.6:55331/64ebf4ae0000f1c2cae8c73738a337d4
精東影業,p3p://167.114.175.6:55331/6135966100022f18a83512374f864fd8
香港三級2,p3p://167.114.175.6:55331/607e0dca0005cd6ddb506963435f6f5a
中文有碼3,p3p://167.114.175.6:55331/5ff70064000178a1cbcab4ef4f5f0bd9
天台素人約啪,p3p://167.114.175.6:55331/5fea646c000b95d79a89e7ed2c483b7a
日本強姦迷姦無碼,p3p://167.114.175.6:55331/5ff201c40003b7e3b8481485121959a6
Brazzers,p3p://fccsen.dyndns.tv:29706/60bc2535000292424fc304cf3c251ba8
sky angel blue,p3p://167.114.175.6:55331/6135967b0008b0e7a83579725d7b7ab3
IBIZA 巨乳控,p3p://167.114.175.6:55331/644ecb5f000ca4ee650265db655d0248
Dorcel XXX,p3p://fccsen.dyndns.tv:29706/5e5f0e09000182301cb87c94194b43d6
Vivid red,p3p://fccsen.dyndns.tv:29706/5b2c54aa0003c48fe0d1190f0090339a
She Will Cheat,p3p://fccsen.dyndns.tv:29706/5e17adf800008ec005e95a5b2fd52e46
西方21Member,p3p://fccsen.dyndns.tv:29706/5e17abd00009bc1705e0f07217340dd2
Hustler,p3p://fccsen.dyndns.tv:29706/5f4730e9000077ee9eea293625b72a20
Dorcel,p3p://167.114.175.6:55331/658c2fcf0002ef0b3ccce8c504890f86
Dorcel,p3p://fccsen.dyndns.tv:29706/5e1790de0003b7030577ad962f2a2e23
Private,p3p://fccsen.dyndns.tv:29706/5f501ac6000cc310c1bbaa8c347a116c
Red Light,p3p://fccsen.dyndns.tv:29706/5a067bf9000f1b7e64fcd49f5f2824a3
Red Light,https://cdn-main.lolokoko.tv/REDLIGHT.stream/chunks.m3u8
Blue hustler,p3p://fccsen.dyndns.tv:29706/5dafb71b0009445d6fcd34bb78fe5d75
西方1ON1,p3p://fccsen.dyndns.tv:29706/5e17918f0007f7ba057a621643ef715d
西方21Sextuary,p3p://fccsen.dyndns.tv:29706/5e17ab7b0001558105dfa24354ee4f39
Babes TV,p3p://fccsen.dyndns.tv:29706/5b2c5589000853b7e0d48153016e5aa6
Penthouse TV,p3p://fccsen.dyndns.tv:29706/59d2eaea00060e7baff23f1e7daf63ee
GayVN Awards,p3p://fccsen.dyndns.tv:29706/62d721b700012a9e892c441a509d4099
Penthouse Gold,p3p://fccsen.dyndns.tv:29706/5e5efc5b0006e9331c736e50578b1f56
Naughty Office,p3p://fccsen.dyndns.tv:29706/5e17ad26000eb97105e629aa71325eb8
BLACKED,p3p://fccsen.dyndns.tv:29706/5e17913c000316b805791c9d6fa304e5
PRESTIGE JP,p3p://fccsen.dyndns.tv:29706/615a63c4000004ecb9e75b391b680a9f
Naughty America,p3p://167.114.175.6:55331/64046ff400057a05428e9a0e08ec2d0f
Low Cost Sex,p3p://fccsen.dyndns.tv:29706/5e17ac63000f31fa05e330101478092e
BlackedRAW,p3p://fccsen.dyndns.tv:29706/5bbe9eff00053e961c4221d148f46d1e
Black Girl,p3p://fccsen.dyndns.tv:29706/5e17adad000be87d05e8384a1be757b6
Legal Porno,p3p://fccsen.dyndns.tv:29706/5a653bda000ae55cd7199e7c4d9e7d0c
Grandpas Fuck,p3p://fccsen.dyndns.tv:29706/5e1f498c0000045623a10a063c6274bb
Little Caprice,p3p://fccsen.dyndns.tv:29706/5e1f4c5b0005cf6623ac041d7dd42992
BitchStop,p3p://fccsen.dyndns.tv:29706/629b785c0009cbd1a01f084a617a5f80
Vivid Touch,p3p://fccsen.dyndns.tv:29706/61a45c950006d818dadb146836f778c5
Marc Dorcel,p3p://fccsen.dyndns.tv:29706/5e17ac190000d03605e20b517994427b
Arab SexPose,p3p://fccsen.dyndns.tv:29706/5ebed08f000e1ea292c8367e1f295ce2
Blue Pill Man,p3p://fccsen.dyndns.tv:29706/5e178ff4000690a805741c40783a7cf5
DDF Thailand,p3p://fccsen.dyndns.tv:29706/5e17ae40000b2dff05ea76532e9f639a
Anikkas,p3p://fccsen.dyndns.tv:29706/5f47309200047e959ee8d66569de0d94
X-ART,p3p://fccsen.dyndns.tv:29706/5bf5804b000c1f94f2a1bb68696a6fef
Mofos,p3p://fccsen.dyndns.tv:29706/5bff56d9000b3e2a190fc1f71a56397f
Kinpatu JP,p3p://fccsen.dyndns.tv:29706/5bff5847000dfb1d1915585c0ec87b11
Fucked and Bound,p3p://fccsen.dyndns.tv:29706/5ca77a06000ba882679f7004005f3200
MiamiTVMexico,p3p://167.114.175.6:55331/64ef00bf000eb051d6cfed1d17c05ca9
Cumshots,p3p://fccsen.dyndns.tv:29706/5d430bf20009746dc750faef0d6557a7
Foot Factory,p3p://fccsen.dyndns.tv:29706/5d430c85000d7cb0c7533a302af02f25
FreakMob Media,p3p://fccsen.dyndns.tv:29706/629ad314000794749d9966725dd6305a
BANG,p3p://fccsen.dyndns.tv:29706/5ddffb1f000999e52c56d1b42ead282a
Red Hot TV,p3p://fccsen.dyndns.tv:29706/6143b50500078445614cdfe0784e56f3
Exxxtasy,p3p://fccsen.dyndns.tv:29706/6143b4e50005f679614c627730ee5ea3
Erox HD,p3p://fccsen.dyndns.tv:29706/61aac7b10005db8af3ed798454290d19
Banana Fever,p3p://fccsen.dyndns.tv:29706/5e38baaf00012b038702f2f809ef76e7
Perv City,p3p://fccsen.dyndns.tv:29706/615a52130005994ab9a24142316f72ab
BRATTY SIS,p3p://fccsen.dyndns.tv:29706/615a557e00052830b9af9b247d492c75
CUM 4K,p3p://fccsen.dyndns.tv:29706/615a56f9000a62d9b9b564e80644722c
BUSTY LOVER,p3p://fccsen.dyndns.tv:29706/633f867200075b1f20f5416b0d4f4bc9
DAUGHTER SWAP,p3p://fccsen.dyndns.tv:29706/615a575900054fe9b9b6daa46a662a30
DEEPER,p3p://fccsen.dyndns.tv:29706/615a577d000b95b3b9b768de22ec7909
DIGITAL PLAYGROUND,p3p://fccsen.dyndns.tv:29706/615a57a600008eabb9b806365d1c029b
Pure Mature,p3p://fccsen.dyndns.tv:29706/615a51d8000c96d1b9a15c8e427a0fea
EROTIC SPICE,p3p://fccsen.dyndns.tv:29706/615a58860004b097b9bb72410c9a7ad3
EXXXTRA SMALL,p3p://fccsen.dyndns.tv:29706/615a58ab0008c02ab9bc03d564c7327a
FAKE AGENT,p3p://fccsen.dyndns.tv:29706/615a58fd0007a1c8b9bd43d151270d9b
FAKE HOSPITAL,p3p://fccsen.dyndns.tv:29706/615a5bb90005f820b9c7f1cc2cfe5f8e
FAKE TAXI,p3p://fccsen.dyndns.tv:29706/615a5c0e000a608eb9c93ef2199b14e4
FORGIVE ME FATHER,p3p://fccsen.dyndns.tv:29706/615a5de90005f456b9d07d491f60478b
FEMALE AGENT,p3p://fccsen.dyndns.tv:29706/615a5c4f0003cfabb9ca3b2a23026f71
MOM TEACH SEX,p3p://fccsen.dyndns.tv:29706/615a6095000f18a6b9daef7b58eb58ee



